model,scenario,region,variable,unit,year,value
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2090,24.06252184
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2100,28.000025424
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2020,2.167211401451681
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2025,2.257954432262562
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2030,2.5404705993624788
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2035,3.034353090671012
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2040,3.7312647414526223
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2045,4.622619377830085
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2050,5.695708780902836
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2055,6.9965705424967775
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2060,8.491203256792437
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2070,12.10593869480148
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2080,16.55789655248597
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2090,21.85778306075252
REMIND-MAgPIE 3.3-4.8,Current Policies,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2100,28.000025424
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2020,11.170512416
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2025,10.693263392
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2030,10.295612768
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2035,98.898682624
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2040,160.199772768
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2045,234.973191712
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2050,320.453270704
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2055,351.252863248
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2060,382.97851536
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2070,412.7052385120001
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2080,435.824857776
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2090,464.145421936
REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Price|Carbon,US$2010/t CO2,2100,495.5161285759999
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2020,23.32083148872387
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2025,23.28186044073566
