model,scenario,region,variable,unit,year,value
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2055,2686.64809976597
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2060,2861.77957612636
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2070,3062.55894033172
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2080,3325.57168035598
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2090,3300.11763159557
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2100,3550.21721342055
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2020,5353.54695420992
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2025,5287.15282416014
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2030,5233.14288413094
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2035,4940.77733639081
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2040,4534.18422915446
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2045,4199.5552453293
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2050,3983.66467996939
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2055,3776.04700618991
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2060,3574.56715463
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2070,3333.08539667936
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2080,4008.36341523768
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2090,4514.90459496007
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Latin America (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2100,4888.10673596407
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2020,7815.69421894122
