scenario,region,index,2025,2030,2035,2040,2045
Below 2?C,RUS,Technology,0.052569576856845115,0.21229731665466955,0.2100524503206836,0.21861999147166347,0.24211730349801086
Below 2?C,RUS,Telecommunications,0.0981042777553831,0.39618494507817775,0.39199562107138974,0.407984192542019,0.4518343995127743
Below 2?C,RUS,UK Real Estate,-0.3864325803164928,-1.7416594765807272,-1.7108839989296767,-1.7745461292378444,-1.9726408039227312
Below 2?C,RUS,Utilities,0.8407761758159087,10.622261753228363,10.021681742971216,10.197195614837403,11.536804583149499
Below 2?C,RUS,FTSE,-0.9452381801338364,-5.73670669835216,-5.549320577436719,-5.7143209523951235,-6.385931246901314
Below 2?C,IND,Basic Materials,2.954435719448961,15.30985714134076,14.695116483943943,15.530682580041502,16.034587279856606
Below 2?C,IND,Consumer Goods,2.9888264844332033,15.488534866105555,14.86634964074236,15.711620765654407,16.220996575621786
Below 2?C,IND,Consumer Services,0.6837712686621626,3.539426068859209,3.397258046927402,3.5905051519706745,3.7066202835135917
Below 2?C,IND,Financials,-0.4596727429974449,-1.316720733112241,-1.3228427186258818,-1.4162572513432943,-1.4675358895896584
Below 2?C,IND,Government,0.14855396478003324,0.9217973608301018,0.872831306599116,0.9202525543552683,0.9441058192767098
Below 2?C,IND,Health Care,5.107294609870895,26.468557971521715,25.405475632608283,26.850014248697622,27.720964774407758
Below 2?C,IND,Industrials,2.24406205594061,11.583940746486524,11.119624197917505,11.753017291820573,12.132193481221277
Below 2?C,IND,Oil & Gas,2.0132527820875965,10.444681219640877,10.024843332678888,10.594634788768069,10.938647147884877
Below 2?C,IND,Technology,0.05800244746720621,0.2645445549819937,0.25509729654462243,0.27030811193124665,0.2780326589035475
Below 2?C,IND,Telecommunications,0.10824299066188664,0.4936876812096384,0.47605739918757417,0.5044435142525451,0.5188589070902835
Below 2?C,IND,UK Real Estate,-0.3843635796222625,-1.561453830402225,-1.5171016171162954,-1.6115729713537006,-1.6580243178305663
Below 2?C,IND,Utilities,0.7771778652371378,6.582132983232341,6.1877254525804775,6.49598686382548,6.711216454442208
Below 2?C,IND,FTSE,-2.2820119059271353,-11.780213070556057,-11.309963981625623,-11.953812844805892,-12.342285663877043
Below 2?C,TUR,Basic Materials,1.5695136849003712,6.252826682044287,6.585556736645644,7.126609971295143,8.12850976609062
Below 2?C,TUR,Consumer Goods,1.4318953004851023,5.693256384940331,5.999800279108011,6.495163989253526,7.411661338620763
Below 2?C,TUR,Consumer Services,0.3328340367122604,1.3122121314832507,1.3839245645507814,1.4987810365520156,1.7104631778765578
Below 2?C,TUR,Financials,-0.14572039506718643,-0.3295884049882278,-0.3613346392216724,-0.39698337648834525,-0.445449922665563
Below 2?C,TUR,Government,0.4687305576215284,1.9031259173335646,2.0417715092807915,2.2387080376832156,2.604735994981307
Below 2?C,TUR,Health Care,2.625969266076401,10.428683724271746,10.98650392203016,11.890931433349795,13.562894732998823
Below 2?C,TUR,Industrials,1.2330517237354104,5.077581029546893,5.352668924858238,5.801734086958436,6.639925346288134
Below 2?C,TUR,Oil & Gas,1.064791440611847,4.282177182296592,4.51020427206502,4.881660739896245,5.572554424910428
Below 2?C,TUR,Technology,0.10050614642692227,0.30995573589925207,0.33521895716430866,0.3678134571728793,0.4214185721427336
Below 2?C,TUR,Telecommunications,0.18756253131046655,0.5784331056979958,0.6255788166618095,0.6864060112737495,0.7864427892457804
Below 2?C,TUR,UK Real Estate,-0.24434972378680384,-0.8305767318412056,-0.8964086488615512,-0.9840999890063149,-1.1354619426494263
Below 2?C,TUR,Utilities,1.017580847893772,7.03279428435032,7.43518047209524,8.121157481349703,9.6211380548601
Below 2?C,TUR,FTSE,-1.2333773567156974,-5.129449606143557,-5.410307213636602,-5.86474057030641,-6.722924326753805
Below 2?C,RASIA,Basic Materials,1.918740185188218,6.385031085630903,6.3563597657918995,6.759190909272288,7.034606688326063
Below 2?C,RASIA,Consumer Goods,1.8940601140069335,6.293886816927845,6.26540433725494,6.663053398460312,6.933166018950616
Below 2?C,RASIA,Consumer Services,0.44011772940327776,1.4537978741077782,1.4477861452671625,1.5399541543765638,1.6021812960816812
Below 2?C,RASIA,Financials,-0.2612723622922759,-0.5725388283968358,-0.5937317045516062,-0.6402184827244249,-0.6659427064661071
Below 2?C,RASIA,Government,0.32447791036635104,1.2479477894417974,1.2203050032585858,1.2959551365066262,1.3371423205498945
Below 2?C,RASIA,Health Care,3.226072759987849,10.722340687066326,10.675133375638277,11.352187407336954,11.814593547661005
